General Information;;;General Information;;;;;;;Metal/Commodity 1;;;Metal/Commodity 2;;;Metal/Commodity 3;;;Metal/Commodity 4;;;Shareholder data;;;;;Sources;;;;;;;;;;;;;
ID;ID Name;Name_Mine;Status;Type  [OP/UG];Processing Method;Latitude;Longitude;Name_Mining Company;ROM [Mt/a];Metal/Commodity;Avg. grade; Production [t/a] ;Metal2;Avg. Grade2; Production [t/a]4 ;Metal_3;Avg. Grade3;Production [kg/a];Metal_4;Avg. Grade_Metal_4;Production [kg/a]2;Name_Main Shareholder_1;Name_Main Shareholder_2;Name_Main Shareholder_3;Name_Main Shareholder_4;Name_Main Shareholder_5;Source_URL_1;Source_URL_2;Source_URL_3;Source_URL_4;;;;;;;;;;
2164;not clearly identified - landfill or former expliration area;landfill or former exploration area;landfill - no mining operation;N/A;N/A;-;-;N/A;N/A; N/A ; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;-;-;-;-;;;;;;;;;;
2165;not clearly identified - landfill or former expliration area;landfill or former exploration area;landfill - no mining operation;N/A;N/A;-;-;N/A;N/A; N/A ; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;-;-;-;-;;;;;;;;;;
2168;Los Colorados;Los Colorados;operational;OP;Magnetic seperation;28.30°S;70.81°;CAP S. A. (Operator);10,3;Fe;34,20%; 7724000 t/a ;-; - ;-;-; - ;-; - ; - ;-;Invercap S. A. (31.3%);Mitsubishi Materials Corp. (19.3%);Free Float (49.1%);-;-;https://www.cap.cl/cap/site/artic/20210401/asocfile/20210401160746/annual_operating_summary_cap_s_a__2020.pdf;;;;;;;;;;;;;
2169;Los Colorados;Los Colorados;operational;OP;Magnetic seperation;28.30°S;70.81°;CAP S. A. (Operator);10,3;Fe;34,20%; 7724001 t/a ;-; - ;-;-; - ;-; - ; - ;-;Invercap S. A. (31.3%);Mitsubishi Materials Corp. (19.3%);Free Float (49.1%);-;-;https://www.cap.cl/cap/site/artic/20210401/asocfile/20210401160746/annual_operating_summary_cap_s_a__2020.pdf;;;;;;;;;;;;;
2171;Caserones;Caserones;operational;OP;Flotation, heap leach, SX-EW;28° 18' S;69° 53' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu; N/A ; 148700 t/a ;Mo; N/A ;7393 t/a;Au; N/A ; N/A ;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/1379/Caserones-Mine.aspx;;;;;;;;;;;;;
2173;Caserones;Caserones;operational;OP;Flotation, heap leach, SX-EW;28° 18' S;69° 53' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu; N/A ; 148700 t/a ;Mo; N/A ;7394 t/a;Au; N/A ; N/A ;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/1379/Caserones-Mine.aspx;;;;;;;;;;;;;
2175;not clearly identified - probably civil engineering contractor;landfill or former expliration area;landfill - no mining operation;N/A;N/A;28°35?57?S;70°46?09? W;N/A;N/A; N/A ; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;;;;;;;;;;;;;;
2179;Candelaria;Candelaria;operational;OP & UG;Flotation, Magenetic separation;27° 31' 35'' S;70° 17' 40'' W;Lundin Mining Corp.;30,0;Cu;0,54%; 126702 t/a ;-;-; - ;Au;0,13 ppm;2155 kg/a;Ag;  1,77 ppm  ;31184 kg/a;Lundin Mining Corp. (80%);Sumitomo Metal Mining Co., Ltd (16%);Sumitomo Corporation (4%);-;-;https://miningdataonline.com/property/1449/Candelaria-Complex.aspx;https://www.miningnewsfeed.com/reports/lundinmining_candelaria_TR_2018.pdf;https://www.lundinmining.com/site/assets/files/8302/lundin_mining_-_2020_annual_filings.pdf;;;;;;;;;;;
2184;Candelaria;Candelaria;operational;OP & UG;Flotation, Magenetic separation;27° 31' 35'' S;70° 17' 40'' W;Lundin Mining Corp.;30,0;Cu;0,54%; 126702 t/a ;-;-; - ;Au;0,13 ppm;2156 kg/a;Ag;  1,77 ppm  ;31185 kg/a;Lundin Mining Corp. (80%);Sumitomo Metal Mining Co., Ltd (16%);Sumitomo Corporation (4%);-;-;https://miningdataonline.com/property/1449/Candelaria-Complex.aspx;https://www.miningnewsfeed.com/reports/lundinmining_candelaria_TR_2018.pdf;https://www.lundinmining.com/site/assets/files/8302/lundin_mining_-_2020_annual_filings.pdf;;;;;;;;;;;
2185;Caserones;Caserones;operational;OP;Flotation, heap leach, SX-EW;28° 18' S;69° 53' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu; N/A ; 148700 t/a ;Mo; N/A ;7395 t/a;Au; N/A ; N/A ;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/1379/Caserones-Mine.aspx;;;;;;;;;;;;;
2186;Caserones;Caserones;operational;OP;Flotation, heap leach, SX-EW;28° 18' S;69° 53' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu; N/A ; 148700 t/a ;Mo; N/A ;7396 t/a;Au; N/A ; N/A ;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/1379/Caserones-Mine.aspx;;;;;;;;;;;;;
2187;Caserones;Caserones;operational;OP;Flotation, heap leach, SX-EW;28° 18' S;69° 53' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu; N/A ; 148700 t/a ;Mo; N/A ;7397 t/a;Au; N/A ; N/A ;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/1379/Caserones-Mine.aspx;;;;;;;;;;;;;
2193;San Jose, Processing plant to obtain copper concentrate, belonging to Sociedad Punta del Cobre;N/A;N/A;N/A;N/A;27° 28' 31'' S;70° 15' 35'' W;N/A;N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;;;;;;;;;;;;;;
2194;Candelaria;Candelaria;operational;OP & UG;Flotation, Magenetic separation;27° 31' 35'' S;70° 17' 40'' W;Lundin Mining Corp.;30,0;Cu;0,54%; 126702 t/a ;-;-;-;Au;0,13 ppm;2157 kg/a;Ag; 1,77 ppm ;31186 kg/a;Lundin Mining Corp. (80%);Sumitomo Metal Mining Co., Ltd (16%);Sumitomo Corporation (4%);-;-;https://miningdataonline.com/property/1449/Candelaria-Complex.aspx;https://www.miningnewsfeed.com/reports/lundinmining_candelaria_TR_2018.pdf;https://www.lundinmining.com/site/assets/files/8302/lundin_mining_-_2020_annual_filings.pdf;;;;;;;;;;;
2195;Candelaria;Candelaria;operational;OP & UG;Flotation, Magenetic separation;27° 31' 35'' S;70° 17' 40'' W;Lundin Mining Corp.;30,0;Cu;0,54%; 126702 t/a ;-;-;-;Au;0,13 ppm;2158 kg/a;Ag; 1,77 ppm ;31187 kg/a;Lundin Mining Corp. (80%);Sumitomo Metal Mining Co., Ltd (16%);Sumitomo Corporation (4%);-;-;https://miningdataonline.com/property/1449/Candelaria-Complex.aspx;https://www.miningnewsfeed.com/reports/lundinmining_candelaria_TR_2018.pdf;https://www.lundinmining.com/site/assets/files/8302/lundin_mining_-_2020_annual_filings.pdf;;;;;;;;;;;
2196;Candelaria;Candelaria;operational;OP & UG;Flotation, Magenetic separation;27° 31' 35'' S;70° 17' 40'' W;Lundin Mining Corp.;30,0;Cu;0,54%; 126702 t/a ;-;-;-;Au;0,13 ppm;2159 kg/a;Ag; 1,77 ppm ;31188 kg/a;Lundin Mining Corp. (80%);Sumitomo Metal Mining Co., Ltd (16%);Sumitomo Corporation (4%);-;-;https://miningdataonline.com/property/1449/Candelaria-Complex.aspx;https://www.miningnewsfeed.com/reports/lundinmining_candelaria_TR_2018.pdf;https://www.lundinmining.com/site/assets/files/8302/lundin_mining_-_2020_annual_filings.pdf;;;;;;;;;;;
2197;Candelaria;Candelaria;operational;OP & UG;Flotation, Magenetic separation;27° 31' 35'' S;70° 17' 40'' W;Lundin Mining Corp.;30,0;Cu;0,54%; 126702 t/a ;-;-;-;Au;0,13 ppm;2160 kg/a;Ag; 1,77 ppm ;31189 kg/a;Lundin Mining Corp. (80%);Sumitomo Metal Mining Co., Ltd (16%);Sumitomo Corporation (4%);-;-;https://miningdataonline.com/property/1449/Candelaria-Complex.aspx;https://www.miningnewsfeed.com/reports/lundinmining_candelaria_TR_2018.pdf;https://www.lundinmining.com/site/assets/files/8302/lundin_mining_-_2020_annual_filings.pdf;;;;;;;;;;;
2198;Pedro Aguirre Cerda, Processing plant to produce copper concentrate, belonging to CCM Ojos del Salado de Lunding;N/A;N/A;N/A;N/A;27° 29' 59'' S;70° 15' 20'' W;N/A;N/A;Cu;N/A; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;;;;;;;;;;;;;;
2199;San Jose, Processing plant to obtain copper concentrate, belonging to Sociedad Punta del Cobre;N/A;N/A;N/A;N/A;27° 29' 00'' S;70° 17' 09'' W;N/A;N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;;;;;;;;;;;;;;
2200;Adrianita;Adrianita;decomissioned before 1985;OP; N/A ;27° 10' 25'' S;70° 22' 50'' W;-; N/A ;Fe;N/A;N/A;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;https://maps.mineriaabierta.cl/mapa;https://www.mch.cl/2009/03/20/minera-santa-fe-procesara-desmontes-de-hierro-en-mina-adrianitas-en-copiapo/;http://www.colegiodegeologos.cl/Noticias23.html;;;;;;;;;;;
2201;Cerro Negro Norte;Cerro Negro Norte;operational;OP;Crushing & grinding plant, concentration plant;27° 06' 16'' S;70° 20' 05'' W;CAP S. A. (Operator);7,1;Fe;29,50%; 273000 t/a ;-;-;-;-; - ;-;-; - ;-;CAP (100%);-;-;-;-;https://www.cmp.cl/capmineria/site/artic/20210405/asocfile/20210405103011/memoria_cmp_2020.pdf;;;;;;;;;;;;;
2202;Cerro Negro Norte;Cerro Negro Norte;operational;OP;Crushing & grinding plant, concentration plant;27° 06' 16'' S;70° 20' 05'' W;CAP S. A. (Operator);7,1;Fe;29,50%; 273000 t/a ;-;-;-;-; - ;-;-; - ;-;CAP (100%);-;-;-;-;https://www.cmp.cl/capmineria/site/artic/20210405/asocfile/20210405103011/memoria_cmp_2020.pdf;;;;;;;;;;;;;
2203;Cerro Negro Norte;Cerro Negro Norte;operational;OP;Crushing & grinding plant, concentration plant;27° 06' 16'' S;70° 20' 05'' W;CAP S. A. (Operator);7,1;Fe;29,50%; 273000 t/a ;-;-;-;-; - ;-;-; - ;-;CAP (100%);-;-;-;-;https://www.cmp.cl/capmineria/site/artic/20210405/asocfile/20210405103011/memoria_cmp_2020.pdf;;;;;;;;;;;;;
2208;Cerro Negro Norte;Cerro Negro Norte;operational;OP;Crushing & grinding plant, concentration plant;27° 06' 16'' S;70° 20' 05'' W;CAP S. A. (Operator);7,1;Fe;29,50%; 273000 t/a ;-;-;-;-; - ;-;-; - ;-;CAP (100%);-;-;-;-;https://www.cmp.cl/capmineria/site/artic/20210405/asocfile/20210405103011/memoria_cmp_2020.pdf;;;;;;;;;;;;;
2209;Cerro Negro Norte;Cerro Negro Norte;operational;OP;Crushing & grinding plant, concentration plant;27° 06' 16'' S;70° 20' 05'' W;CAP S. A. (Operator);7,1;Fe;29,50%; 273000 t/a ;-;-;-;-; - ;-;-; - ;-;CAP (100%);-;-;-;-;https://www.cmp.cl/capmineria/site/artic/20210405/asocfile/20210405103011/memoria_cmp_2020.pdf;;;;;;;;;;;;;
2214;La Coipa;La Coipa;Waiting for project restart;OP;agitated tank leaching, carbon in leach, merril-crowe, cyanide (reagent);26° 49' 17'' S;69° 16' 00'' W;Compania Minera Mantos de Oro; N/A ;N/A;N/A;N/A;-; - ;-;Au;N/A;N/A;Ag;N/A;N/A;Kinnros Gold Corp. (100%);-;-;-;-;https://miningdataonline.com/property/3062/La-Coipa-Mine.aspx;;;;;;;;;;;;;
2217;La Coipa;La Coipa;Waiting for project restart;OP;agitated tank leaching, carbon in leach, merril-crowe, cyanide (reagent);26° 49' 17'' S;69° 16' 00'' W;Compania Minera Mantos de Oro; N/A ;N/A;N/A;N/A;-; - ;-;Au;N/A;N/A;Ag;N/A;N/A;Kinnros Gold Corp. (100%);-;-;-;-;https://miningdataonline.com/property/3062/La-Coipa-Mine.aspx;;;;;;;;;;;;;
2218;Mantoverda;Mantoverda;N/A;OP; N/A ;26° 33' 38'' S;70° 19' 27'' W;Mantoverda S. A.;N/A;Cu;0,50%; N/A ;-;-;-;-;-;-;-;-;-;Mantos Copper Holding SpA (70%);Mitsubishi Materials Corp. (30%);-;-;-;https://miningdataonline.com/property/373/Sweetwater-Mine.aspx;;;;;;;;;;;;;
2219;La Coipa;La Coipa;Waiting for project restart;OP;agitated tank leaching, carbon in leach, merril-crowe, cyanide (reagent);26° 49' 17'' S;69° 16' 00'' W;Compania Minera Mantos de Oro; N/A ;N/A;N/A;N/A;-; - ;-;Au;N/A;N/A;Ag;N/A;N/A;Kinnros Gold Corp. (100%);-;-;-;-;https://miningdataonline.com/property/3062/La-Coipa-Mine.aspx;;;;;;;;;;;;;
2221;Mantoverda;Mantoverda;N/A;OP; N/A ;26° 33' 38'' S;70° 19' 27'' W;Mantoverda S. A.;N/A;Cu;0,50%; N/A ;-;-;-;-;-;-;-;-;-;Mantos Copper Holding SpA (70%);Mitsubishi Materials Corp. (30%);-;-;-;https://miningdataonline.com/property/373/Sweetwater-Mine.aspx;;;;;;;;;;;;;
2227;Refugio;Refugio ;Reclamation;OP;Heap leach, carbon adsorption-desorption-recovery (ADR), SX-EW;27° 33' 05'' S;69° 17' 49'' W;Compania Minera Maricunga S. A.;6,5; N/A ; N/A ; N/A ;-;-;-;Au;0,67 ppm;4976 kg/a;-;-;-;Kinnros Gold Corp. (100%);-;-;-;-;https://miningdataonline.com/property/135/Maricunga-Refugio-Mine.aspx;;;;;;;;;;;;;
2228;Refugio;Refugio;Reclamation;OP;Heap leach, carbon adsorption-desorption-recovery (ADR), SX-EW;27° 33' 05'' S;69° 17' 49'' W;Compania Minera Maricunga S. A.;7,5; N/A ; N/A ; N/A ;-;-;-;Au;0,67 ppm;4977 kg/a;-;-;-;Kinnros Gold Corp. (100%);-;-;-;-;https://miningdataonline.com/property/135/Maricunga-Refugio-Mine.aspx;;;;;;;;;;;;;
2229;Refugio;Refugio;Reclamation;OP;Heap leach, carbon adsorption-desorption-recovery (ADR), SX-EW;27° 33' 05'' S;69° 17' 49'' W;Compania Minera Maricunga S. A.;8,5; N/A ; N/A ; N/A ;-;-;-;Au;0,67 ppm;4978 kg/a;-;-;-;Kinnros Gold Corp. (100%);-;-;-;-;https://miningdataonline.com/property/135/Maricunga-Refugio-Mine.aspx;;;;;;;;;;;;;
2238;Candelaria & Concentration plant belonging to Compañía Minera del Pacífico, to obtain iron concentrate from the tailings of the Candelaria Plant;Candelaria;operational;OP & UG;Flotation, Magenetic separation;27° 31' 35'' S;70° 17' 40'' W;Lundin Mining Corp.;30,0;Cu;0,54%; 126703 t/a ;-;-;-;Au;0,13 ppm;2161 kg/a;Ag; 1,77 ppm ;31190 kg/a;Lundin Mining Corp. (80%);Sumitomo Metal Mining Co., Ltd (16%);Sumitomo Corporation (4%);-;-;https://miningdataonline.com/property/1449/Candelaria-Complex.aspx;https://www.miningnewsfeed.com/reports/lundinmining_candelaria_TR_2018.pdf;https://www.lundinmining.com/site/assets/files/8302/lundin_mining_-_2020_annual_filings.pdf;;;;;;;;;;;
2243;Salvador;Salvador;operational;OP & UG;Pyrometallurgical plant, smelting, flotation;26.14°S;69.32°W;Codelco Corp. (opeator);15,0;Cu;0,60%; 60840 t/a ;Mo; N/A ;993;Au; N/A ;354 kg/a;Ag; N/A ;35497 kg/a;Codelco Corp. (100%);-;-;-;-;https://miningdataonline.com/property/993/Salvador-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/codelco_annual_report_2018.pdf;;;;;;;;;;;;
2248;Salvador;Salvador;operational;OP & UG;Pyrometallurgical plant, smelting, flotation;26.14°S;69.32°W;Codelco Corp. (opeator);15,0;Cu;0,60%; 60841 t/a ;Mo; N/A ;993;Au; N/A ;355 kg/a;Ag; N/A ;35498 kg/a;Codelco Corp. (100%);-;-;-;-;https://miningdataonline.com/property/993/Salvador-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/codelco_annual_report_2018.pdf;;;;;;;;;;;;
2249;Salvador;Salvador;operational;OP & UG;Pyrometallurgical plant, smelting, flotation;26.14°S;69.32°W;Codelco Corp. (opeator);15,0;Cu;0,60%; 60842 t/a ;Mo; N/A ;993;Au; N/A ;356 kg/a;Ag; N/A ;35499 kg/a;Codelco Corp. (100%);-;-;-;-;https://miningdataonline.com/property/993/Salvador-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/codelco_annual_report_2018.pdf;;;;;;;;;;;;
2250;Salvador;Salvador;operational;OP & UG;Pyrometallurgical plant, smelting, flotation;26.14°S;69.32°W;Codelco Corp. (opeator);15,0;Cu;0,60%; 60843 t/a ;Mo; N/A ;993;Au; N/A ;357 kg/a;Ag; N/A ;35500 kg/a;Codelco Corp. (100%);-;-;-;-;https://miningdataonline.com/property/993/Salvador-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/codelco_annual_report_2018.pdf;;;;;;;;;;;;
2251;Salvador;Salvador;operational;OP & UG;Pyrometallurgical plant, smelting, flotation;26.14°S;69.32°W;Codelco Corp. (opeator);15,0;Cu;0,60%; 60844 t/a ;Mo; N/A ;993;Au; N/A ;358 kg/a;Ag; N/A ;35501 kg/a;Codelco Corp. (100%);-;-;-;-;https://miningdataonline.com/property/993/Salvador-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/codelco_annual_report_2018.pdf;;;;;;;;;;;;
2254;Francke;Francke;operational;OP;Flotation, heap leach, SX-EW;25° 84' S;69° 86' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu;0,82%; 12500 t/a ;-; - ;-;-; - ;-;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/172/Franke-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2255;Francke;Francke;operational;OP;Flotation, heap leach, SX-EW;25° 84' S;69° 86' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu;0,82%; 12500 t/a ;-; - ;-;-; - ;-;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/172/Franke-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2256;Francke;Francke;operational;OP;Flotation, heap leach, SX-EW;25° 84' S;69° 86' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu;0,82%; 12500 t/a ;-; - ;-;-; - ;-;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/172/Franke-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2257;Francke;Francke;operational;OP;Flotation, heap leach, SX-EW;25° 84' S;69° 86' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu;0,82%; 12501 t/a ;-; - ;-;-; - ;-;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/172/Franke-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2262;Francke;Francke;operational;OP;Flotation, heap leach, SX-EW;25° 84' S;69° 86' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu;0,82%; 12502 t/a ;-; - ;-;-; - ;-;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/172/Franke-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2263;Francke;Francke;operational;OP;Flotation, heap leach, SX-EW;25° 84' S;69° 86' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu;0,82%; 12503 t/a ;-; - ;-;-; - ;-;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/172/Franke-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2291;Francke;Francke;operational;OP;Flotation, heap leach, SX-EW;25° 84' S;69° 86' W;Sociedad Contractual Minera Lumina Copper Chile (operator);N/A;Cu;0,82%; 12504 t/a ;-; - ;-;-; - ;-;-; - ;-;JX Nippon Mining & Metals Corp. (100%);-;-;-;-;https://miningdataonline.com/property/172/Franke-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2292;Las Luces;Las Luces;operational;UG;Flotation;25° 40' 00'' S;70° 35' 16'' W; N/A ;0,5;Cu;N/A; 60000 t/a ;-; - ;-;-; - ;-;-; - ;-;Minera Las Cenizas S.A. (100%);-;-;-;-;https://www.cenizas.cl/faena-taltal;;;;;;;;;;;;;
2293;Las Luces;Las Luces;operational;UG;Flotation;25° 40' 00'' S;70° 35' 16'' W; N/A ;1,5;Cu;N/A; 60001 t/a ;-; - ;-;-; - ;-;-; - ;-;Minera Las Cenizas S.A. (100%);-;-;-;-;https://www.cenizas.cl/faena-taltal;;;;;;;;;;;;;
2297;Monte Cristo Copper Mine;Monte Cristo Copper Mine;decomissioned in 2005;UG;N/A;24° 58' 32'' S;70° 23' 49'' W;N/A;N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;https://thediggings.com/mines/usgs10058443;https://www.guiaminera.cl/compania-minera-nova-ventura/;;;;;;;;;;;;
2299;Guanaco;Guanaco-Amancaya Complex;exploration;-;Heap leach, SX-EW;25° 06' 25'' S;69° 32' 02'' W;Guanaco Compania Minera Ltda.;0,5;N/A;N/A;N/A;-; - ; - ;Au;3,96 ppm;1737 (equivalent);Ag;8,44 ppm ;N/A;Austral Gold Inc. (100%);-;-;-;-;https://miningdataonline.com/property/3082/Guanaco-Amancaya-Complex.aspx;;;;;;;;;;;;;
2354;Guanaco;Guanaco-Amancaya Complex;exploration;-;Heap leach, SX-EW;25° 06' 25'' S;69° 32' 02'' W;Guanaco Compania Minera Ltda.;1,5;N/A;N/A;N/A;-; - ; - ;Au;3,96 ppm;1737 (equivalent);Ag;8,44 ppm ;N/A;Austral Gold Inc. (100%);-;-;-;-;https://miningdataonline.com/property/3082/Guanaco-Amancaya-Complex.aspx;;;;;;;;;;;;;
2355;Mina Poterillos;Mina Poterillos;decomissioned in 1959;UG;N/A;26° 30' 09'' S;69° 23' 50'' W;Andes copper mining company;N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;https://www.britannica.com/place/Potrerillos;;;;;;;;;;;;;
2356;Mina Poterillos;Mina Poterillos;decomissioned in 1959;UG;N/A;26° 29' 31'' S;69° 25' 20'' W;Andes copper mining company;N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;N/A;-;-;-;-;https://www.britannica.com/place/Potrerillos;;;;;;;;;;;;;
2359;El Romeral;El Romeral;operational;OP;Crushing & grinding plant, concentration plant;29.72°S;71.24°W;CAP S. A. (Operator);4,0;Fe;27,40%; 2800000 t/a ;-;-;-;-;-;-;-; - ;-;CAP (100%);-;-;-;-;https://www.cap.cl/cap/site/artic/20210401/asocfile/20210401160746/annual_operating_summary_cap_s_a__2020.pdf;;;https://www.antofagasta.co.uk/media/4049/aplc20q4prodreport-vf.pdf;;;;;;;;;;
2365;El Penon;El Penon;operational;OP & UG;Calcining, smelting, filter press plant, VAT leaching;24° 25' 25'' S;69° 35' 10'' W;Minera El Penon;1,0;N/A;N/A;N/A;-;-;-;Au;5,05 ppm;4564;Ag;148,34 ppm;N/A;Yamana Gold Inc. (100%);-;-;-;-;https://miningdataonline.com/property/1530/El-Penon-Mine.aspx;;;;;;;;;;;;;
2479;Mantos Belancos;Mantos Belancos;operational;OP;Heap leach, SX-EW;23.44°S;70.07°W;Minera Mantos Blancos S.A.;N/A;Cu; N/A ; N/A ;-; - ;-;-; - ;-;-; - ;-;Mantos Copper Holding SpA (100%);-;-;-;-;;;;;;;;;;;;;;
2480;Mantos Belancos;Mantos Belancos;operational;OP;Heap leach, SX-EW;23.44°S;70.07°W;Minera Mantos Blancos S.A.;N/A;Cu; N/A ; N/A ;-; - ;-;-; - ;-;-; - ;-;Mantos Copper Holding SpA (100%);-;-;-;-;;;;;;;;;;;;;;
2481;Lomas Bayas;Lomas Bayas;operational;OP;Heap leach, SX-EW;23.27°S;69.32°W;Compania Minera Lomas Bayas;70,0;Cu;0,30%; 73000 t/a ;-; - ;-;-; - ;-;-; - ;-;Glencore plc (100%);-;-;-;-;https://miningdataonline.com/property/140/Lomas-Bayas-Mine.aspx;;;;;;;;;;;;;
2496;Gabriela Mistral;Gabriela Mistral;operational;OP;Flotation, heap leach, SX-EW;23.42°S;68.81°W;Codelco Corp. (operator);40,0;Cu;0,35%; 107.247 ;-;-;-;-;-;-;-; - ;-;Codelco Corp. (100%);-;-;-;-;https://www.codelco.com/memoria2018/site/docs/20190408/20190408190123/codelco_annual_report_2018.pdf;;;;;;;;;;;;;
2503;Mantos Belancos;Mantos Belancos;operational;OP;Heap leach, SX-EW;23.44°S;70.07°W;Minera Mantos Blancos S.A.;N/A;Cu; N/A ; N/A ;-; - ;-;-; - ;-;-; - ;-;Mantos Copper Holding SpA (100%);-;-;-;-;;;;;;;;;;;;;;
2504;Mantos Belancos;Mantos Belancos;operational;OP;Heap leach, SX-EW;23.44°S;70.07°W;Minera Mantos Blancos S.A.;N/A;Cu; N/A ; N/A ;-; - ;-;-; - ;-;-; - ;-;Mantos Copper Holding SpA (100%);-;-;-;-;;;;;;;;;;;;;;
2505;Lomas Bayas;Lomas Bayas;operational;OP;Heap leach, SX-EW;23.27°S;69.32°W;Compania Minera Lomas Bayas;70,0;Cu;0,30%; 73000 t/a ;-; - ;-;-; - ;-;-; - ;-;Glencore plc (100%);-;-;-;-;https://miningdataonline.com/property/140/Lomas-Bayas-Mine.aspx;;;;;;;;;;;;;
2510;Centinela;Centinela;operational;OP;Flotation, heap leach, SX-EW;23.01°S;69.10°W;Minera Centinela S.A (Operator);45,0;Cu;0,53%%; 246800 t/a ;Mo;120;1700t/a;Au; 0,19 ppm ;4073,826 kg/a;-; - ;-;Antofagasta PLC (70%);Marubeni Corp. (30%);-;-;-;https://miningdataonline.com/property/1380/Centinela-Esperanza,-El-Tesoro-Mine.aspx;;;;;;;;;;;;;
2513;Centinela;Centinela;operational;OP;Flotation, heap leach, SX-EW;23.01°S;69.10°W;Minera Centinela S.A (Operator);45,0;Cu;0,53%%; 246800 t/a ;Mo;120;1700t/a;Au; 0,19 ppm ;4073,826 kg/a;-; - ;-;Antofagasta PLC (70%);Marubeni Corp. (30%);-;-;-;https://miningdataonline.com/property/1380/Centinela-Esperanza,-El-Tesoro-Mine.aspx;https://www.annualreports.com/HostedData/AnnualReports/PDF/LSE_ANTO_2020.pdf;https://www.antofagasta.co.uk/media/4049/aplc20q4prodreport-vf.pdf;;;;;;;;;;;
